Ratio_MonthlyCharges_tenure,Contract,tenure,MonthlyCharges,tenure_segment_encoded,TotalCharges,is_new_customer,PaymentMethod,InternetService,PaperlessBilling,Ratio_TotalCharges_MonthlyCharges*tenure,Churn
2.183333333333333,0,8,19.65,1,164.3,0,0,2,0,1.0451653944020358,1
0.9273584905660377,0,52,49.15,3,2550.9,0,0,1,1,0.9980827920807577,1
16.416666666666668,0,2,49.25,0,91.1,1,0,1,1,0.9248730964467005,1
2.7794117647058822,0,33,94.5,3,3105.55,0,0,0,1,0.9958473625140293,1
2.958064516129032,0,30,91.7,3,2758.15,0,1,1,0,1.0025990548891313,1
4.692857142857143,0,20,98.55,2,1842.8,0,0,1,1,0.934956874682902,1
2.3404255319148937,1,46,110.0,3,4874.8,0,0,1,1,0.9633992094861661,1
11.95,0,7,95.6,1,644.35,0,0,1,1,0.962866108786611,1
15.77,0,4,78.85,0,292.8,1,0,0,1,0.9283449587824986,1
1.7857142857142858,1,55,100.0,3,5509.3,0,0,1,1,1.0016909090909092,1
3.5071428571428576,0,20,73.65,2,1463.5,0,0,1,1,0.993550577053632,1
10.05,0,9,100.5,1,918.6,0,0,1,1,1.0155887230514096,1
6.622727272727272,0,10,72.85,1,688.65,0,0,1,1,0.9452985586822237,1
36.775,0,1,73.55,0,73.55,1,0,1,1,1.0,1
19.85,0,3,79.4,0,205.05,1,0,1,1,0.860831234256927,1
16.919999999999998,0,4,84.6,0,360.1,1,0,0,1,1.0641252955082743,1
2.7513888888888887,0,35,99.05,3,3395.8,0,0,0,1,0.9795341458138026,1
14.983333333333334,0,2,44.95,0,85.15,1,1,0,0,0.9471635150166852,1
11.144444444444444,0,8,100.3,1,832.35,0,1,1,0,1.037325523429711,1
0.6744444444444445,0,44,30.35,3,1359.7,0,0,1,1,1.0181967949678,1
1.6468253968253967,1,62,103.75,3,6383.35,0,0,1,1,0.9923591138748543,1
2.3705882352941177,0,33,80.6,3,2656.5,0,0,0,1,0.9987593052109183,1
18.86,0,4,94.3,0,424.45,1,0,0,1,1.1252651113467655,1
2.6964285714285716,0,27,75.5,3,1893.95,0,0,0,1,0.9290900171694874,1
11.177777777777777,0,8,100.6,1,819.4,0,0,1,1,1.018141153081511,1
22.075,0,3,88.3,0,273.75,1,3,0,1,1.033408833522084,1
10.233333333333333,0,8,92.1,1,729.95,0,0,1,1,0.9907030401737243,1
6.03,0,14,90.45,2,1266.1,0,1,0,0,0.9998420595435521,1
3.3576923076923078,0,12,43.65,1,526.95,0,0,0,1,1.0060137457044676,1
5.307142857142857,0,13,74.3,2,940.35,0,0,0,1,0.9735479863339891,1
7.4750000000000005,0,11,89.7,1,1047.7,0,0,1,0,1.0618222357352791,1
5.580555555555556,0,17,100.45,2,1622.45,0,1,1,1,0.9501068720170995,1
2.6412500000000003,0,39,105.65,3,4284.8,0,0,1,1,1.0399116579902192,1
8.670833333333333,0,11,104.05,1,1133.65,0,0,0,1,0.9904766065265826,1
20.1,0,3,80.4,0,224.05,1,0,0,1,0.9288971807628524,1
2.7295454545454545,0,21,60.05,2,1236.15,0,0,0,1,0.9802545497799454,1
5.655882352941177,0,16,96.15,2,1529.2,0,0,0,1,0.9940197607904316,1
2.026595744680851,1,46,95.25,3,4424.2,0,1,0,0,1.0097455209403172,1
1.298550724637681,0,68,89.6,3,6127.6,0,0,1,1,1.0057116596638658,1
11.1875,0,7,89.5,1,676.7,0,0,0,1,1.0801276935355149,1
5.35,0,15,85.6,2,1345.55,0,0,0,1,1.0479361370716511,1
5.094117647058823,0,16,86.6,2,1281.0,0,0,1,1,0.9245092378752887,1
34.625,0,1,69.25,0,69.25,1,0,1,1,1.0,1
12.6,0,1,25.2,0,25.2,1,0,1,1,1.0,1
6.789285714285714,0,13,95.05,2,1290.0,0,0,0,1,1.0439849471937848,1
39.6,0,1,79.2,0,79.2,1,0,1,1,1.0,1
2.692857142857143,0,34,94.25,3,3217.55,0,0,1,1,1.0040723981900452,1
19.96,0,4,99.8,0,442.85,1,1,1,1,1.1093436873747495,1
31.28333333333333,0,2,93.85,0,170.85,1,0,1,1,0.9102290889717635,1
8.440000000000001,0,9,84.4,1,732.5,0,1,0,1,0.9643233280674038,1
12.591666666666667,0,5,75.55,0,349.65,1,1,1,1,0.9256121773659828,1
4.2043478260869565,0,22,96.7,2,2082.95,0,0,0,1,0.9791059509260128,1
4.41,0,19,88.2,2,1775.8,0,0,1,1,1.059672992003819,1
4.728125,0,15,75.65,2,1146.65,0,0,0,0,1.0104868913857679,1
37.35,0,1,74.7,0,74.7,1,0,1,1,1.0,1
12.9,0,1,25.8,0,25.8,1,3,1,1,1.0,1
8.668181818181818,0,10,95.35,1,898.35,0,0,1,1,0.9421604614577871,1
11.25,0,3,45.0,0,127.1,1,0,1,0,0.9414814814814815,1
6.188461538461539,0,12,80.45,1,950.2,0,0,0,1,0.9842552309923347,1
24.900000000000002,0,2,74.7,0,165.4,1,0,0,1,1.107095046854083,1
44.4,0,1,88.8,0,88.8,1,0,0,1,1.0,1
6.360714285714286,0,13,89.05,2,1169.35,0,0,0,1,1.0101066816395283,1
3.9479166666666665,0,23,94.75,2,2293.6,0,0,1,1,1.0524721807961455,1
4.741666666666666,0,17,85.35,2,1463.45,0,0,1,1,1.0086150453151386,1
2.5027777777777778,0,17,45.05,2,770.6,0,0,1,1,1.0062022589279886,1
1.9686046511627908,0,42,84.65,3,3541.35,0,0,1,1,0.9960762804826596,1
39.55,0,1,79.1,0,79.1,1,0,1,1,1.0,1
25.075,0,1,50.15,0,50.15,1,3,1,1,1.0,1
34.8,0,1,69.6,0,69.6,1,0,0,1,1.0,1
2.6952380952380954,0,41,113.2,3,4689.5,0,0,1,1,1.0104067913470653,1
6.464285714285714,0,13,90.5,2,1201.15,0,0,0,1,1.020951976200595,1
2.5757575757575757,0,32,85.0,3,2642.05,0,0,1,1,0.971341911764706,1
2.584848484848485,0,32,85.3,3,2661.1,0,0,0,0,0.9749047479484173,1
0.7732758620689656,0,57,44.85,3,2572.95,0,0,1,1,1.0064542627471686,1
22.55,0,1,45.1,0,45.1,1,0,1,0,1.0,1
21.65,0,1,43.3,0,43.3,1,0,1,1,1.0,1
1.4653846153846153,0,38,57.15,3,2250.65,0,1,1,1,1.0363540083805316,1
2.7916666666666665,0,35,100.5,3,3653.35,0,0,0,1,1.0386211798152096,1
22.55,0,1,45.1,0,45.1,1,1,1,0,1.0,1
1.6258064516129032,0,30,50.4,3,1527.5,0,0,0,1,1.0102513227513228,1
13.158333333333333,0,5,78.95,0,378.4,1,0,0,0,0.9585813806206459,1
46.775,0,1,93.55,0,93.55,1,0,1,1,1.0,1
1.844915254237288,1,58,108.85,3,6287.25,0,0,1,1,0.9958737902523246,1
4.985294117647059,0,16,84.75,2,1350.15,0,0,1,1,0.9956858407079646,1
34.975,0,1,69.95,0,69.95,1,0,1,1,1.0,1
13.5,0,5,81.0,0,371.65,1,0,0,1,0.9176543209876543,1
4.3999999999999995,0,21,96.8,2,2030.3,0,0,1,1,0.9987701692247147,1
2.4579545454545455,0,43,108.15,3,4600.7,0,1,0,1,0.9893021105484415,1
2.824242424242424,0,32,93.2,3,2931.0,0,0,0,1,0.9827655579399142,1
35.275,0,1,70.55,0,70.55,1,0,1,1,1.0,1
3.283333333333333,0,29,98.5,3,3004.15,0,0,0,1,1.0516891300542623,1
6.803571428571429,0,13,95.25,2,1233.65,0,0,1,1,0.9962850797496468,1
9.3,0,7,74.4,1,527.9,0,1,1,1,1.0136328725038402,1
29.516666666666666,0,2,88.55,0,179.25,1,0,1,1,1.0121400338791644,1
45.65,0,1,91.3,0,91.3,1,0,1,1,1.0,1
8.7625,0,7,70.1,1,467.55,0,1,0,1,0.9528224984715714,1
1.6422413793103448,0,57,95.25,3,5427.05,0,0,0,1,0.9995947874936686,1
50.4,0,1,100.8,0,100.8,1,0,0,1,1.0,1
4.247222222222223,0,17,76.45,2,1233.4,0,0,1,1,0.9490247374293079,1
21.7125,0,3,86.85,0,220.95,1,0,0,1,0.8480138169257341,1
1.4850746268656716,0,66,99.5,3,6822.15,0,1,0,1,1.0388533576975787,1
1.5485714285714287,2,69,108.4,3,7318.2,0,0,1,1,0.9784213059521899,1
5.190625,0,15,83.05,2,1258.3,0,0,1,1,1.0100742524583584,1
1.837719298245614,1,56,104.75,3,5510.65,0,0,0,1,0.9394220934197067,1
4.284090909090909,0,21,94.25,2,1973.75,0,0,0,1,0.9972211696349628,1
35.075,0,1,70.15,0,70.15,1,0,1,1,1.0,1
3.2227272727272727,0,32,106.35,3,3520.75,0,0,1,0,1.034541020216267,1
2.30609756097561,0,40,94.55,3,3640.45,0,1,1,1,0.9625727128503437,1
8.15,0,2,24.45,0,47.5,1,1,0,1,0.9713701431492843,1
10.6,0,7,84.8,1,546.95,0,0,1,1,0.9214117250673854,1
3.1234375,0,31,99.95,3,3186.65,0,0,1,1,1.0284658458261389,1
6.989999999999999,0,14,104.85,2,1531.4,0,0,1,1,1.0432590775938417,1
4.6375,0,15,74.2,2,1133.9,0,1,1,1,1.0187780772686434,1
1.5641666666666665,0,59,93.85,3,5574.75,0,0,0,1,1.0067904969162838,1
2.1425531914893616,0,46,100.7,3,4541.2,0,0,1,1,0.9803549069556582,1
3.45,0,25,89.7,3,2187.55,0,0,0,1,0.9754960981047939,1
5.670588235294118,0,16,96.4,2,1581.2,0,0,1,1,1.025155601659751,1
34.75,0,1,69.5,0,69.5,1,0,0,1,1.0,1
2.304054054054054,0,36,85.25,3,3132.75,0,1,1,1,1.020772238514174,1
1.3630434782608696,1,45,62.7,3,2791.5,0,1,1,0,0.9893673577884105,1
4.075,0,25,105.95,3,2655.25,0,1,0,0,1.0024539877300613,1
2.3912500000000003,0,39,95.65,3,3759.05,0,0,0,1,1.0076936480491105,1
3.090625,0,31,98.9,3,2911.3,0,0,0,1,0.9495743501092665,1
19.0125,0,3,76.05,0,231.8,1,0,1,1,1.0159982467674777,1
34.875,0,1,69.75,0,69.75,1,0,0,1,1.0,1
3.248529411764706,0,33,110.45,3,3655.45,0,0,0,1,1.0029082129580091,1
12.40625,0,7,99.25,1,665.45,0,0,0,1,0.9578265563152214,1
3.9924999999999997,0,19,79.85,2,1471.75,0,0,0,1,0.9700754704544706,1
8.93888888888889,0,8,80.45,1,583.45,0,1,0,1,0.9065413300186451,1
7.2,0,13,100.8,2,1308.1,0,0,1,1,0.9982448107448108,1
7.204545454545454,0,10,79.25,1,793.55,0,0,0,1,1.0013249211356465,1
14.916666666666666,0,5,89.5,0,477.7,1,0,1,1,1.067486033519553,1
43.025,0,1,86.05,0,86.05,1,0,1,1,1.0,1
3.1545454545454548,0,10,34.7,1,329.8,0,0,0,1,0.9504322766570605,1
1.112037037037037,1,53,60.05,3,3229.65,0,0,1,1,1.0147675679072472,1
4.370588235294117,0,16,74.3,2,1178.25,0,1,1,1,0.9911255047106327,1
7.455,0,9,74.55,1,622.9,0,0,0,1,0.9283851255682242,1
3.178787878787879,0,32,104.9,3,3351.55,0,0,1,1,0.9984360104861774,1
37.2,0,1,74.4,0,74.4,1,0,0,1,1.0,1
7.7444444444444445,0,8,69.7,1,560.85,0,0,0,1,1.0058285509325682,1
7.546153846153846,0,12,98.1,1,1060.2,0,0,0,1,0.9006116207951073,1
19.919999999999998,0,4,99.6,0,347.65,1,0,1,1,0.8726154618473896,1
1.45,0,70,102.95,3,7101.5,0,0,0,1,0.985429820301117,1
35.5,0,1,71.0,0,71.0,1,0,1,1,1.0,1
1.4697916666666666,0,47,70.55,3,3309.25,0,0,1,0,0.9980095601429498,1
34.625,0,1,69.25,0,69.25,1,0,0,1,1.0,1
6.446153846153846,0,12,83.8,1,1029.75,0,1,1,1,1.0240155131264916,1
1.0083333333333333,0,53,54.45,3,2854.55,0,0,0,1,0.9891539754318485,1
2.376190476190476,0,41,99.8,3,4259.3,0,0,0,1,1.040935529595777,1
11.708333333333334,0,5,70.25,0,331.9,1,1,1,1,0.9449110320284697,1
1.2850000000000001,0,69,89.95,3,6143.15,0,0,1,1,0.9897849852172301,1
4.996666666666667,0,14,74.95,2,1036.75,0,0,1,1,0.9880396454779378,1
2.254545454545455,0,32,74.4,3,2276.95,0,0,1,1,0.9563802083333331,1
1.3931372549019607,0,50,71.05,3,3444.85,0,0,0,1,0.9696973961998592,1
10.133333333333333,0,2,30.4,0,78.65,1,0,1,1,1.2935855263157896,1
4.433333333333334,0,23,106.4,2,2483.5,0,0,1,1,1.014833278849297,1
28.516666666666666,0,2,85.55,0,187.45,1,0,0,1,1.0955581531268264,1
2.5693548387096774,0,30,79.65,3,2365.15,0,1,1,1,0.9898095835948943,1
9.725,0,1,19.45,0,19.45,1,0,2,1,1.0,1
2.6045454545454545,0,32,85.95,3,2628.6,0,1,0,1,0.9557155322862129,1
3.4941176470588236,0,16,59.4,2,1023.9,0,0,0,0,1.0773358585858586,1
2.5525641025641024,0,38,99.55,3,3734.25,0,0,1,1,0.9871394961537444,1
31.7,0,2,95.1,0,180.25,1,1,0,1,0.9476866456361726,1
4.527777777777778,0,17,81.5,2,1329.2,0,0,1,0,0.9593648502345724,1
9.1125,0,3,36.45,0,93.7,1,1,1,1,0.8568815729309556,1
12.525,0,1,25.05,0,25.05,1,1,1,0,1.0,1
1.2625,0,43,55.55,3,2342.2,0,1,0,0,0.9805538693404223,1
7.877272727272728,0,10,86.65,1,856.65,0,0,0,1,0.9886324293133295,1
2.8092105263157894,0,37,106.75,3,4056.75,0,0,1,1,1.0270903221722893,1
7.796153846153846,0,12,101.35,1,1218.55,0,0,1,1,1.0019322479855288,1
2.651388888888889,0,35,95.45,3,3474.05,0,0,0,1,1.0399012197859763,1
34.8,0,1,69.6,0,69.6,1,0,0,1,1.0,1
39.225,0,1,78.45,0,78.45,1,0,1,0,1.0,1
8.445,0,9,84.45,1,762.5,0,0,0,1,1.0032234721399906,1
1.7987179487179488,1,38,70.15,3,2497.35,0,1,0,1,0.9368458566230257,1
1.8807692307692307,0,51,97.8,3,4913.3,0,0,0,1,0.9850635550743815,1
13.858333333333334,0,5,83.15,0,446.05,1,1,1,1,1.07288033674083,1
25.150000000000002,0,2,75.45,0,158.4,1,1,0,1,1.0497017892644136,1
18.283333333333335,0,2,54.85,0,104.2,1,1,0,0,0.9498632634457612,1
47.55,0,1,95.1,0,95.1,1,0,1,1,1.0,1
1.887037037037037,0,53,101.9,3,5549.4,0,0,0,1,1.0275334678837926,1
1.8038461538461539,0,51,93.8,3,4750.95,0,0,0,1,0.9931330741251724,1
1.4267123287671233,2,72,104.15,3,7689.95,0,0,1,1,1.0254907451858963,1
15.233333333333334,0,5,91.4,0,449.75,1,0,1,1,0.9841356673960613,1
37.675,0,1,75.35,0,75.35,1,0,0,1,1.0,1
7.066666666666666,0,11,84.8,1,906.85,0,1,1,1,0.9721805317324186,1
1.8637254901960785,0,50,95.05,3,4888.7,0,0,1,1,1.0286586007364544,1
8.391666666666667,0,5,50.35,0,237.25,1,0,1,0,0.94240317775571,1
14.966666666666667,0,5,89.8,0,502.6,1,0,0,1,1.1193763919821826,1
9.945,0,9,99.45,1,919.4,0,1,1,1,1.027205184067929,1
23.400000000000002,0,2,70.2,0,115.95,1,0,0,1,0.8258547008547008,1
1.6192307692307693,0,51,84.2,3,4146.05,0,0,1,1,0.9654999767127754,1
3.9166666666666665,0,26,105.75,3,2710.25,0,0,1,0,0.9857246772140389,1
2.544736842105263,0,18,48.35,2,810.7,0,0,1,1,0.9315178674020452,1
24.775,0,1,49.55,0,49.55,1,0,1,1,1.0,1
16.716666666666665,0,2,50.15,0,115.1,1,1,0,0,1.1475573280159521,1
3.1966666666666668,0,29,95.9,3,2745.2,0,0,1,1,0.9870914386393871,1
12.625,0,1,25.25,0,25.25,1,0,1,0,1.0,1
2.148936170212766,0,46,101.0,3,4680.05,0,0,0,1,1.0073288850624194,1
35.575,0,1,71.15,0,71.15,1,0,1,1,1.0,1
3.7690476190476194,0,20,79.15,2,1520.9,0,0,0,1,0.960770688566014,1
1.7106382978723405,0,46,80.4,3,3605.2,0,0,1,1,0.9747999134760977,1
31.28333333333333,0,2,93.85,0,196.75,1,0,0,1,1.0482152370804476,1
27.9,0,1,55.8,0,55.8,1,0,1,1,1.0,1
2.342857142857143,0,41,98.4,3,4187.75,0,0,1,1,1.0380106087646241,1
1.1850746268656718,2,66,79.4,3,5154.6,0,1,0,0,0.9836272040302266,1
2.816666666666667,0,35,101.4,3,3496.3,0,0,1,1,0.9851507466892083,1
8.163636363636364,0,10,89.8,1,914.3,0,0,1,1,1.01815144766147,1
3.3796296296296298,0,26,91.25,3,2351.8,0,0,1,1,0.9912750263435196,1
4.497368421052632,0,18,85.45,2,1505.85,0,0,0,1,0.9790325726545737,1
35.825,0,1,71.65,0,71.65,1,0,1,1,1.0,1
37.1,0,1,74.2,0,74.2,1,0,0,1,1.0,1
2.2954545454545454,0,43,101.0,3,4388.4,0,0,1,1,1.0104536034998848,1
3.425,1,25,89.05,3,2177.45,0,0,1,1,0.9780797304884895,1
2.608108108108108,0,36,96.5,3,3436.1,0,0,1,1,0.9890903857225101,1
35.425,0,1,70.85,0,70.85,1,1,0,0,1.0,1
2.6654761904761903,1,41,111.95,3,4534.9,0,0,0,1,0.9880064052985327,1
34.55,0,1,69.1,0,69.1,1,0,1,0,1.0,1
26.183333333333334,0,2,78.55,0,149.55,1,0,0,1,0.9519414385741567,1
1.9240000000000002,0,49,96.2,3,4718.25,0,0,0,1,1.0009440366583224,1
10.62857142857143,0,6,74.4,0,434.1,1,0,0,0,0.9724462365591398,1
10.56875,0,7,84.55,1,646.85,0,0,0,1,1.0929289515924643,1
4.085714285714285,0,20,85.8,2,1727.5,0,1,0,1,1.0067016317016317,1
1.8454545454545455,1,54,101.5,3,5373.1,0,1,1,1,0.9803138113482942,1
23.2,0,2,69.6,0,131.65,1,0,0,1,0.9457614942528737,1
1.2999999999999998,0,30,40.3,3,1172.95,0,0,1,1,0.9701819685690654,1
1.6728813559322033,0,58,98.7,3,5812.6,0,0,0,1,1.0153722530831848,1
1.4521739130434783,0,68,100.2,3,6851.65,0,0,1,1,1.0055844193965011,1
3.742,0,24,93.55,2,2264.05,0,0,0,1,1.0083956885800822,1
3.4125,0,27,95.55,3,2510.2,0,0,1,1,0.9730023063356397,1
8.116666666666667,0,2,24.35,0,41.85,1,0,1,0,0.8593429158110882,1
3.2883333333333336,0,29,98.65,3,2862.75,0,0,0,0,1.0006641382805808,1
13.316666666666668,0,5,79.9,0,343.95,1,0,1,1,0.8609511889862328,1
3.5620689655172413,0,28,103.3,3,2890.65,0,0,1,1,0.9993949661181026,1
4.118,0,24,102.95,2,2496.7,0,1,1,1,1.0104824348389185,1
2.4897727272727272,1,43,109.55,3,4830.25,0,1,1,1,1.0253892774882447,1
22.133333333333336,0,2,66.4,0,94.55,1,0,1,0,0.711972891566265,1
1.4932835820895523,0,66,100.05,3,6871.9,0,1,0,1,1.040676631381279,1
1.5813432835820895,1,66,105.95,3,6975.25,0,1,0,1,0.9975045404493258,1
2.309375,0,31,73.9,3,2217.15,0,0,0,1,0.9678074119341743,1
2.5407894736842103,0,37,96.55,3,3580.3,0,0,0,1,1.0022254258401333,1
4.05,0,24,101.25,2,2440.15,0,0,0,1,1.0041769547325103,1
14.716666666666667,0,2,44.15,0,92.65,1,0,1,1,1.049263873159683,1
8.416666666666666,0,8,75.75,1,606.25,0,0,0,1,1.0004125412541254,1
40.15,0,1,80.3,0,80.3,1,0,1,1,1.0,1
8.084999999999999,0,9,80.85,1,751.65,0,0,1,1,1.0329828901257472,1
1.817,0,49,90.85,3,4515.85,0,1,1,1,1.014421618950277,1
12.55,0,1,25.1,0,25.1,1,0,0,1,1.0,1
4.952777777777778,0,17,89.15,2,1496.9,0,0,0,1,0.9876942364158225,1
19.975,0,3,79.9,0,260.9,1,0,1,1,1.0884438881935752,1
3.2161290322580647,0,30,99.7,3,2967.35,0,0,0,1,0.9920929455031762,1
1.994047619047619,0,41,83.75,3,3273.55,0,0,1,1,0.9533454677830361,1
1.724418604651163,0,42,74.15,3,3229.4,0,1,0,1,1.0369585460617152,1
1.2664383561643835,2,72,92.45,3,6440.25,0,1,0,0,0.9675274923382008,1
8.295833333333333,0,11,99.55,1,1131.2,0,0,1,1,1.033012191224145,1
9.027777777777779,0,8,81.25,1,585.95,0,0,0,1,0.9014615384615385,1
25.275,0,1,50.55,0,50.55,1,1,0,0,1.0,1
3.044642857142857,0,27,85.25,3,2287.25,0,0,1,1,0.9937004453133486,1
42.525,0,1,85.05,0,85.05,1,0,1,1,1.0,1
1.4454545454545455,0,54,79.5,3,4370.25,0,0,0,1,1.0179944095038436,1
14.98,0,4,74.9,0,321.75,1,0,1,1,1.073931909212283,1
3.9538461538461536,0,25,102.8,3,2660.2,0,1,1,1,1.0350972762645914,1
8.385,0,9,83.85,1,790.15,0,0,0,1,1.0470416749486517,1
3.1535714285714285,0,27,88.3,3,2467.75,0,1,1,0,1.0350866154943166,1
1.7657894736842106,0,56,100.65,3,5688.05,0,0,0,1,1.0091636505570931,1
1.2022388059701492,2,66,80.55,3,5265.1,0,0,0,1,0.9903692417658898,1
3.154,0,24,78.85,2,1772.25,0,0,0,1,0.9365091946734306,1
1.564,0,24,39.1,2,971.3,0,0,1,0,1.0350596760443307,1
1.6098484848484849,1,65,106.25,3,6979.8,0,0,0,1,1.0106497737556561,1
47.0,0,1,94.0,0,94.0,1,0,0,1,1.0,1
5.615625,0,15,89.85,2,1424.95,0,0,0,0,1.0572806529400853,1
11.722222222222221,0,8,105.5,1,829.55,0,0,0,1,0.9828791469194312,1
9.21875,0,7,73.75,1,545.15,0,1,0,0,1.0559806295399514,1
5.455,0,9,54.55,1,494.05,0,0,1,0,1.006314288624096,1
2.0065789473684212,0,37,76.25,3,2841.55,0,0,1,1,1.007195392113425,1
17.6,0,3,70.4,0,204.7,1,0,1,1,0.9692234848484848,1
2.396938775510204,0,48,117.45,3,5438.9,0,0,1,0,0.9647545054633176,1
3.2666666666666666,0,8,29.4,1,221.9,0,0,1,1,0.943452380952381,1
2.255263157894737,0,37,85.7,3,3171.15,0,0,1,1,1.000078841969157,1
3.660344827586207,0,28,106.15,3,3152.5,0,0,1,1,1.0606621357916695,1
2.455405405405405,0,36,90.85,3,3186.7,0,0,0,1,0.9743472145783648,1
9.2,0,4,46.0,0,181.6,1,0,0,0,0.9869565217391304,1
10.494444444444445,0,8,94.45,1,742.95,0,1,0,1,0.9832583377448386,1
1.8764705882352941,0,50,95.7,3,4816.7,0,0,0,1,1.00662486938349,1
1.6838709677419357,1,61,104.4,3,6405.0,0,1,1,1,1.0057471264367814,1
0.9585365853658536,0,40,39.3,3,1637.4,0,0,1,1,1.0416030534351146,1
14.9,0,2,44.7,0,93.7,1,0,1,1,1.0480984340044743,1
7.777272727272727,0,10,85.55,1,851.75,0,0,0,0,0.9956165984804208,1
5.020588235294118,0,16,85.35,2,1375.15,0,1,1,1,1.0069932630345637,1
26.53333333333333,0,2,79.6,0,195.05,1,0,0,1,1.2251884422110555,1
4.529999999999999,0,19,90.6,2,1660.0,0,0,1,1,0.9643313581968166,1
11.8375,0,7,94.7,1,673.1,0,1,1,1,1.0153869361894705,1
19.25,0,3,77.0,0,237.75,1,0,0,1,1.0292207792207793,1
2.419512195121951,1,40,99.2,3,4062.2,0,1,0,1,1.0237399193548387,1
1.78125,0,47,85.5,3,4042.3,0,1,1,0,1.0059226079382855,1
4.70625,0,15,75.3,2,1147.45,0,1,1,1,1.015891987605135,1
4.17,0,24,104.25,2,2433.9,0,0,0,1,0.9727817745803358,1
5.0125,0,15,80.2,2,1217.25,0,0,1,1,1.0118453865336658,1
34.825,0,1,69.65,0,69.65,1,0,0,1,1.0,1
2.2729729729729726,0,36,84.1,3,3021.6,0,0,1,1,0.9980182322631788,1
2.274285714285714,0,34,79.6,3,2718.3,0,1,0,1,1.0043969849246233,1
18.225,0,1,36.45,0,36.45,1,0,1,1,1.0,1
1.6739583333333332,0,47,80.35,3,3825.85,0,0,1,0,1.01308106819897,1
1.626,0,24,40.65,2,933.3,0,1,1,1,0.9566420664206643,1
2.444318181818182,1,43,107.55,3,4533.9,0,0,1,1,0.9803768933865266,1
5.8088235294117645,0,16,98.75,2,1587.55,0,0,0,1,1.004778481012658,1
